player_name,team,stat_type,line,platform,game_date,retrieved_at,line_category,standard_line
RJ Barrett + Donovan Mitchell,TOR/CLE,points,47.5,PrizePicks,2026-04-26,,,47.5
Brandon Ingram + Donovan Mitchell,TOR/CLE,points,47.0,PrizePicks,2026-04-26,,,47.0
Scottie Barnes + Donovan Mitchell,TOR/CLE,points,46.5,PrizePicks,2026-04-26,,,46.5
Donovan Mitchell,CLE,points_rebounds_assists,44.5,PrizePicks,2026-04-26,,,37.5
James Harden,CLE,points_rebounds_assists,44.5,PrizePicks,2026-04-26,,,31.5
Scottie Barnes,TOR,points_rebounds_assists,44.5,PrizePicks,2026-04-26,,,34.5
Brandon Ingram + James Harden,TOR/CLE,points,40.5,PrizePicks,2026-04-26,,,40.5
RJ Barrett + James Harden,TOR/CLE,points,40.5,PrizePicks,2026-04-26,,,40.5
Donovan Mitchell,CLE,points_rebounds_assists,40.5,PrizePicks,2026-04-26,,,37.5
Scottie Barnes + James Harden,TOR/CLE,points,40.0,PrizePicks,2026-04-26,,,40.0
Brandon Ingram,TOR,points_rebounds_assists,39.5,PrizePicks,2026-04-26,,,29.5
Donovan Mitchell,CLE,points_assists,39.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds,39.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds_assists,39.5,PrizePicks,2026-04-26,,,37.5
Evan Mobley,CLE,points_rebounds_assists,39.5,PrizePicks,2026-04-26,,,29.0
James Harden,CLE,points_rebounds_assists,39.5,PrizePicks,2026-04-26,,,31.5
RJ Barrett,TOR,points_rebounds_assists,39.5,PrizePicks,2026-04-26,,,29.5
Scottie Barnes,TOR,points_rebounds_assists,39.5,PrizePicks,2026-04-26,,,34.5
Scottie Barnes,TOR,points_rebounds,39.5,PrizePicks,2026-04-26,,,28.5
RJ Barrett + Evan Mobley,TOR/CLE,points,37.5,PrizePicks,2026-04-26,,,37.5
Brandon Ingram + Evan Mobley,TOR/CLE,points,37.5,PrizePicks,2026-04-26,,,37.5
Scottie Barnes,TOR,points_rebounds_assists,37.5,PrizePicks,2026-04-26,,,34.5
Donovan Mitchell,CLE,points_rebounds,36.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds_assists,35.5,PrizePicks,2026-04-26,,,37.5
Donovan Mitchell,CLE,points_assists,35.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points,34.5,PrizePicks,2026-04-26,,,26.5
Scottie Barnes,TOR,points_rebounds_assists,34.5,PrizePicks,2026-04-26,,,34.5
Brandon Ingram,TOR,points_rebounds,34.5,PrizePicks,2026-04-26,,,25.5
Brandon Ingram,TOR,points_rebounds_assists,34.5,PrizePicks,2026-04-26,,,29.5
Donovan Mitchell,CLE,points_assists,34.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds,34.5,PrizePicks,2026-04-26,,,31.0
Evan Mobley,CLE,points_rebounds,34.5,PrizePicks,2026-04-26,,,25.5
Evan Mobley,CLE,points_rebounds_assists,34.5,PrizePicks,2026-04-26,,,29.0
James Harden,CLE,points_assists,34.5,PrizePicks,2026-04-26,,,28.0
James Harden,CLE,points_rebounds,34.5,PrizePicks,2026-04-26,,,24.0
James Harden,CLE,points_rebounds_assists,34.5,PrizePicks,2026-04-26,,,31.5
RJ Barrett,TOR,points_rebounds,34.5,PrizePicks,2026-04-26,,,26.0
RJ Barrett,TOR,points_rebounds_assists,34.5,PrizePicks,2026-04-26,,,29.5
Scottie Barnes,TOR,points_assists,34.5,PrizePicks,2026-04-26,,,28.5
Scottie Barnes,TOR,points_rebounds,34.5,PrizePicks,2026-04-26,,,28.5
Brandon Ingram,TOR,points_assists,34.5,PrizePicks,2026-04-26,,,23.5
RJ Barrett,TOR,points_assists,34.5,PrizePicks,2026-04-26,,,26.5
James Harden,CLE,points_rebounds_assists,31.5,PrizePicks,2026-04-26,,,31.5
Brandon Ingram,TOR,points_rebounds_assists,31.5,PrizePicks,2026-04-26,,,29.5
Donovan Mitchell,CLE,points_rebounds_assists,31.5,PrizePicks,2026-04-26,,,37.5
Evan Mobley,CLE,points_rebounds_assists,31.5,PrizePicks,2026-04-26,,,29.0
RJ Barrett,TOR,points_rebounds_assists,31.5,PrizePicks,2026-04-26,,,29.5
Scottie Barnes,TOR,points_rebounds_assists,31.5,PrizePicks,2026-04-26,,,34.5
Scottie Barnes,TOR,points_assists,31.5,PrizePicks,2026-04-26,,,28.5
Donovan Mitchell,CLE,points_assists,31.0,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds,31.0,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points,30.5,PrizePicks,2026-04-26,,,26.5
Brandon Ingram,TOR,points_rebounds,30.5,PrizePicks,2026-04-26,,,25.5
James Harden,CLE,points_assists,30.5,PrizePicks,2026-04-26,,,28.0
RJ Barrett,TOR,points_rebounds,30.5,PrizePicks,2026-04-26,,,26.0
Brandon Ingram,TOR,points,29.5,PrizePicks,2026-04-26,,,20.5
Brandon Ingram,TOR,points_rebounds_assists,29.5,PrizePicks,2026-04-26,,,29.5
Donovan Mitchell,CLE,points,29.5,PrizePicks,2026-04-26,,,26.5
RJ Barrett,TOR,points,29.5,PrizePicks,2026-04-26,,,20.5
RJ Barrett,TOR,points_rebounds_assists,29.5,PrizePicks,2026-04-26,,,29.5
James Harden,CLE,points,29.5,PrizePicks,2026-04-26,,,19.5
Brandon Ingram,TOR,points_rebounds,29.5,PrizePicks,2026-04-26,,,25.5
Donovan Mitchell,CLE,points_assists,29.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds,29.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds_assists,29.5,PrizePicks,2026-04-26,,,37.5
Evan Mobley,CLE,points_rebounds,29.5,PrizePicks,2026-04-26,,,25.5
James Harden,CLE,points_assists,29.5,PrizePicks,2026-04-26,,,28.0
James Harden,CLE,points_rebounds,29.5,PrizePicks,2026-04-26,,,24.0
James Harden,CLE,points_rebounds_assists,29.5,PrizePicks,2026-04-26,,,31.5
Jarrett Allen,CLE,points_rebounds,29.5,PrizePicks,2026-04-26,,,21.0
RJ Barrett,TOR,points_rebounds,29.5,PrizePicks,2026-04-26,,,26.0
Scottie Barnes,TOR,points_assists,29.5,PrizePicks,2026-04-26,,,28.5
Scottie Barnes,TOR,points_rebounds,29.5,PrizePicks,2026-04-26,,,28.5
Scottie Barnes,TOR,points_rebounds_assists,29.5,PrizePicks,2026-04-26,,,34.5
Brandon Ingram,TOR,points_assists,29.5,PrizePicks,2026-04-26,,,23.5
Evan Mobley,CLE,points_assists,29.5,PrizePicks,2026-04-26,,,21.0
RJ Barrett,TOR,points_assists,29.5,PrizePicks,2026-04-26,,,26.5
Evan Mobley,CLE,points_rebounds_assists,29.0,PrizePicks,2026-04-26,,,29.0
Scottie Barnes,TOR,points_rebounds_assists,28.5,PrizePicks,2026-04-26,,,34.5
Evan Mobley,CLE,points_rebounds,28.5,PrizePicks,2026-04-26,,,25.5
James Harden,CLE,points_rebounds,28.5,PrizePicks,2026-04-26,,,24.0
RJ Barrett,TOR,points_assists,28.5,PrizePicks,2026-04-26,,,26.5
Scottie Barnes,TOR,points_assists,27.5,PrizePicks,2026-04-26,,,28.5
Scottie Barnes,TOR,points_rebounds,27.5,PrizePicks,2026-04-26,,,28.5
RJ Barrett,TOR,points_rebounds_assists,27.5,PrizePicks,2026-04-26,,,29.5
Jarrett Allen,CLE,points_rebounds_assists,27.5,PrizePicks,2026-04-26,,,21.5
Brandon Ingram,TOR,points_assists,27.5,PrizePicks,2026-04-26,,,23.5
Donovan Mitchell,CLE,points,26.5,PrizePicks,2026-04-26,,,26.5
James Harden,CLE,points_assists,26.5,PrizePicks,2026-04-26,,,28.0
Brandon Ingram,TOR,points_rebounds_assists,26.5,PrizePicks,2026-04-26,,,29.5
RJ Barrett,TOR,points,26.5,PrizePicks,2026-04-26,,,20.5
Donovan Mitchell,CLE,points_assists,26.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds,26.5,PrizePicks,2026-04-26,,,31.0
RJ Barrett,TOR,points_rebounds,26.0,PrizePicks,2026-04-26,,,26.0
Brandon Ingram,TOR,points_rebounds,25.5,PrizePicks,2026-04-26,,,25.5
Evan Mobley,CLE,points_rebounds,25.5,PrizePicks,2026-04-26,,,25.5
Brandon Ingram,TOR,points_rebounds_assists,25.5,PrizePicks,2026-04-26,,,29.5
Evan Mobley,CLE,points_rebounds_assists,25.5,PrizePicks,2026-04-26,,,29.0
James Harden,CLE,points_rebounds_assists,25.5,PrizePicks,2026-04-26,,,31.5
RJ Barrett,TOR,points_rebounds_assists,25.5,PrizePicks,2026-04-26,,,29.5
Jarrett Allen,CLE,points_rebounds_assists,25.5,PrizePicks,2026-04-26,,,21.5
Scottie Barnes,TOR,points_rebounds,25.5,PrizePicks,2026-04-26,,,28.5
Brandon Ingram,TOR,points,24.5,PrizePicks,2026-04-26,,,20.5
Donovan Mitchell,CLE,points,24.5,PrizePicks,2026-04-26,,,26.5
Evan Mobley,CLE,points,24.5,PrizePicks,2026-04-26,,,17.0
James Harden,CLE,points,24.5,PrizePicks,2026-04-26,,,19.5
RJ Barrett,TOR,points,24.5,PrizePicks,2026-04-26,,,20.5
Scottie Barnes,TOR,points,24.5,PrizePicks,2026-04-26,,,20.0
RJ Barrett,TOR,points_assists,24.5,PrizePicks,2026-04-26,,,26.5
Brandon Ingram,TOR,points_rebounds_assists,24.5,PrizePicks,2026-04-26,,,29.5
Donovan Mitchell,CLE,points_assists,24.5,PrizePicks,2026-04-26,,,31.0
Donovan Mitchell,CLE,points_rebounds,24.5,PrizePicks,2026-04-26,,,31.0
Evan Mobley,CLE,points_assists,24.5,PrizePicks,2026-04-26,,,21.0
Evan Mobley,CLE,points_rebounds,24.5,PrizePicks,2026-04-26,,,25.5
Evan Mobley,CLE,points_rebounds_assists,24.5,PrizePicks,2026-04-26,,,29.0
James Harden,CLE,points_assists,24.5,PrizePicks,2026-04-26,,,28.0
Jarrett Allen,CLE,points_rebounds,24.5,PrizePicks,2026-04-26,,,21.0
RJ Barrett,TOR,points_rebounds,24.5,PrizePicks,2026-04-26,,,26.0
RJ Barrett,TOR,points_rebounds_assists,24.5,PrizePicks,2026-04-26,,,29.5
Scottie Barnes,TOR,points_assists,24.5,PrizePicks,2026-04-26,,,28.5
Scottie Barnes,TOR,points_rebounds,24.5,PrizePicks,2026-04-26,,,28.5
Brandon Ingram,TOR,points_rebounds,24.5,PrizePicks,2026-04-26,,,25.5
James Harden,CLE,points_rebounds_assists,24.5,PrizePicks,2026-04-26,,,31.5
Collin Murray-Boyles,TOR,points_rebounds,24.5,PrizePicks,2026-04-26,,,17.5
Max Strus,CLE,points_rebounds,24.5,PrizePicks,2026-04-26,,,15.75
Collin Murray-Boyles,TOR,points_rebounds_assists,24.5,PrizePicks,2026-04-26,,,22.5
Jamal Shead,TOR,points_assists,24.5,PrizePicks,2026-04-26,,,14.5
Jamal Shead,TOR,points_rebounds_assists,24.5,PrizePicks,2026-04-26,,,18.0
James Harden,CLE,points_rebounds,24.0,PrizePicks,2026-04-26,,,24.0
Brandon Ingram,TOR,points_assists,23.5,PrizePicks,2026-04-26,,,23.5
James Harden,CLE,points,23.5,PrizePicks,2026-04-26,,,19.5
Scottie Barnes,TOR,points,23.5,PrizePicks,2026-04-26,,,20.0
Jarrett Allen,CLE,points_rebounds_assists,23.5,PrizePicks,2026-04-26,,,21.5
Donovan Mitchell,CLE,points,23.5,PrizePicks,2026-04-26,,,26.5
Brandon Ingram,TOR,points_rebounds,23.5,PrizePicks,2026-04-26,,,25.5
Collin Murray-Boyles,TOR,points_rebounds_assists,23.5,PrizePicks,2026-04-26,,,22.5
Jarrett Allen,CLE,points_rebounds,23.5,PrizePicks,2026-04-26,,,21.0
Evan Mobley,CLE,points_rebounds_assists,22.5,PrizePicks,2026-04-26,,,29.0
Brandon Ingram,TOR,points,22.5,PrizePicks,2026-04-26,,,20.5
Max Strus,CLE,points_rebounds_assists,22.5,PrizePicks,2026-04-26,,,16.5
Brandon Ingram,TOR,points_assists,22.5,PrizePicks,2026-04-26,,,23.5
Donovan Mitchell,CLE,points,22.5,PrizePicks,2026-04-26,,,26.5
James Harden,CLE,points_rebounds,22.5,PrizePicks,2026-04-26,,,24.0
RJ Barrett,TOR,points_assists,22.5,PrizePicks,2026-04-26,,,26.5
Collin Murray-Boyles,TOR,points_rebounds_assists,22.5,PrizePicks,2026-04-26,,,22.5
Jamal Shead,TOR,points_rebounds_assists,22.5,PrizePicks,2026-04-26,,,18.0
James Harden,CLE,points_assists,22.5,PrizePicks,2026-04-26,,,28.0
Evan Mobley,CLE,points,21.5,PrizePicks,2026-04-26,,,17.0
Scottie Barnes,TOR,points,21.5,PrizePicks,2026-04-26,,,20.0
Jarrett Allen,CLE,points_rebounds_assists,21.5,PrizePicks,2026-04-26,,,21.5
Evan Mobley,CLE,points_assists,21.5,PrizePicks,2026-04-26,,,21.0
James Harden,CLE,points_rebounds,21.5,PrizePicks,2026-04-26,,,24.0
RJ Barrett,TOR,points_rebounds,21.5,PrizePicks,2026-04-26,,,26.0
Jarrett Allen,CLE,points_rebounds,21.0,PrizePicks,2026-04-26,,,21.0
Brandon Ingram,TOR,points,20.5,PrizePicks,2026-04-26,,,20.5
Evan Mobley,CLE,points_assists,20.5,PrizePicks,2026-04-26,,,21.0
RJ Barrett,TOR,points,20.5,PrizePicks,2026-04-26,,,20.5
Max Strus,CLE,points_rebounds_assists,20.5,PrizePicks,2026-04-26,,,16.5
Brandon Ingram,TOR,points_assists,20.5,PrizePicks,2026-04-26,,,23.5
Collin Murray-Boyles,TOR,points_rebounds,20.5,PrizePicks,2026-04-26,,,17.5
Evan Mobley,CLE,points_rebounds,20.5,PrizePicks,2026-04-26,,,25.5
Scottie Barnes,TOR,points,20.0,PrizePicks,2026-04-26,,,20.0
Brandon Ingram,TOR,points,19.5,PrizePicks,2026-04-26,,,20.5
Evan Mobley,CLE,points,19.5,PrizePicks,2026-04-26,,,17.0
James Harden,CLE,points,19.5,PrizePicks,2026-04-26,,,19.5
Jarrett Allen,CLE,points,19.5,PrizePicks,2026-04-26,,,12.5
RJ Barrett,TOR,points,19.5,PrizePicks,2026-04-26,,,20.5
Brandon Ingram,TOR,points_rebounds,19.5,PrizePicks,2026-04-26,,,25.5
Evan Mobley,CLE,points_rebounds,19.5,PrizePicks,2026-04-26,,,25.5
James Harden,CLE,points_rebounds,19.5,PrizePicks,2026-04-26,,,24.0
Jarrett Allen,CLE,points_rebounds,19.5,PrizePicks,2026-04-26,,,21.0
RJ Barrett,TOR,points_rebounds,19.5,PrizePicks,2026-04-26,,,26.0
Scottie Barnes,TOR,points_assists,19.5,PrizePicks,2026-04-26,,,28.5
Brandon Ingram,TOR,points_assists,19.5,PrizePicks,2026-04-26,,,23.5
RJ Barrett,TOR,points_assists,19.5,PrizePicks,2026-04-26,,,26.5
Scottie Barnes,TOR,rebounds_assists,19.5,PrizePicks,2026-04-26,,,14.0
Collin Murray-Boyles,TOR,points_rebounds,19.5,PrizePicks,2026-04-26,,,17.5
Ja'Kobe Walter,TOR,points_rebounds,19.5,PrizePicks,2026-04-26,,,9.5
Max Strus,CLE,points_rebounds,19.5,PrizePicks,2026-04-26,,,15.75
Jarrett Allen,CLE,points_rebounds_assists,19.5,PrizePicks,2026-04-26,,,21.5
Jakob Poeltl,TOR,points_rebounds,19.5,PrizePicks,2026-04-26,,,11.5
Jakob Poeltl,TOR,points_rebounds_assists,19.5,PrizePicks,2026-04-26,,,13.5
Collin Murray-Boyles,TOR,points_rebounds_assists,19.5,PrizePicks,2026-04-26,,,22.5
Donovan Mitchell,CLE,fga,19.5,PrizePicks,2026-04-26,,,19.5
Jamal Shead,TOR,points_assists,19.5,PrizePicks,2026-04-26,,,14.5
Jamal Shead,TOR,points_rebounds,19.5,PrizePicks,2026-04-26,,,11.0
Jamal Shead,TOR,points_rebounds_assists,19.5,PrizePicks,2026-04-26,,,18.0
Sandro Mamukelashvili,TOR,points_rebounds,19.5,PrizePicks,2026-04-26,,,12.5
Brandon Ingram,TOR,points,18.5,PrizePicks,2026-04-26,,,20.5
Max Strus,CLE,points_rebounds_assists,18.5,PrizePicks,2026-04-26,,,16.5
RJ Barrett,TOR,points,18.5,PrizePicks,2026-04-26,,,20.5
Evan Mobley,CLE,points_assists,18.5,PrizePicks,2026-04-26,,,21.0
Brandon Ingram,TOR,points,17.5,PrizePicks,2026-04-26,,,20.5
James Harden,CLE,points,17.5,PrizePicks,2026-04-26,,,19.5
Jarrett Allen,CLE,points,17.5,PrizePicks,2026-04-26,,,12.5
RJ Barrett,TOR,points,17.5,PrizePicks,2026-04-26,,,20.5
Scottie Barnes,TOR,points,17.5,PrizePicks,2026-04-26,,,20.0
Scottie Barnes,TOR,rebounds_assists,17.5,PrizePicks,2026-04-26,,,14.0
Collin Murray-Boyles,TOR,points_rebounds,17.5,PrizePicks,2026-04-26,,,17.5
Jakob Poeltl,TOR,points_rebounds_assists,17.5,PrizePicks,2026-04-26,,,13.5
Collin Murray-Boyles,TOR,points_rebounds_assists,17.5,PrizePicks,2026-04-26,,,22.5
Ja'Kobe Walter,TOR,points_rebounds_assists,17.5,PrizePicks,2026-04-26,,,13.5
Jarrett Allen,CLE,points_rebounds_assists,17.5,PrizePicks,2026-04-26,,,21.5
Max Strus,CLE,points_rebounds,17.5,PrizePicks,2026-04-26,,,15.75
Evan Mobley,CLE,points,17.0,PrizePicks,2026-04-26,,,17.0
Brandon Ingram,TOR,fga,16.5,PrizePicks,2026-04-26,,,16.5
Max Strus,CLE,points_rebounds_assists,16.5,PrizePicks,2026-04-26,,,16.5
James Harden,CLE,points,16.5,PrizePicks,2026-04-26,,,19.5
Scottie Barnes,TOR,points,16.5,PrizePicks,2026-04-26,,,20.0
Jamal Shead,TOR,points_rebounds_assists,16.5,PrizePicks,2026-04-26,,,18.0
Jarrett Allen,CLE,points_rebounds_assists,16.5,PrizePicks,2026-04-26,,,21.5
Jarrett Allen,CLE,points_rebounds,16.5,PrizePicks,2026-04-26,,,21.0
Sandro Mamukelashvili,TOR,points_rebounds,16.5,PrizePicks,2026-04-26,,,12.5
RJ Barrett,TOR,fga,15.5,PrizePicks,2026-04-26,,,15.5
Scottie Barnes,TOR,fga,15.5,PrizePicks,2026-04-26,,,15.5
Evan Mobley,CLE,points,15.5,PrizePicks,2026-04-26,,,17.0
Evan Mobley,CLE,rebounds_assists,15.5,PrizePicks,2026-04-26,,,11.5
Collin Murray-Boyles,TOR,points_rebounds,15.5,PrizePicks,2026-04-26,,,17.5
Jakob Poeltl,TOR,points_rebounds_assists,15.5,PrizePicks,2026-04-26,,,13.5
Ja'Kobe Walter,TOR,points_rebounds_assists,15.5,PrizePicks,2026-04-26,,,13.5
Scottie Barnes + Evan Mobley,TOR/CLE,rebounds,15.5,PrizePicks,2026-04-26,,,15.5
Max Strus,CLE,points_assists,15.5,PrizePicks,2026-04-26,,,11.5
Scottie Barnes + Jarrett Allen,TOR/CLE,rebounds,15.0,PrizePicks,2026-04-26,,,15.0
Evan Mobley,CLE,points,14.5,PrizePicks,2026-04-26,,,17.0
James Harden,CLE,points,14.5,PrizePicks,2026-04-26,,,19.5
Jarrett Allen,CLE,points,14.5,PrizePicks,2026-04-26,,,12.5
Scottie Barnes,TOR,points,14.5,PrizePicks,2026-04-26,,,20.0
Scottie Barnes,TOR,rebounds_assists,14.5,PrizePicks,2026-04-26,,,14.0
Evan Mobley,CLE,points_assists,14.5,PrizePicks,2026-04-26,,,21.0
Jarrett Allen,CLE,points_rebounds,14.5,PrizePicks,2026-04-26,,,21.0
Evan Mobley,CLE,rebounds_assists,14.5,PrizePicks,2026-04-26,,,11.5
James Harden,CLE,rebounds_assists,14.5,PrizePicks,2026-04-26,,,11.25
Max Strus,CLE,points,14.5,PrizePicks,2026-04-26,,,10.0
Collin Murray-Boyles,TOR,points,14.5,PrizePicks,2026-04-26,,,10.5
Ja'Kobe Walter,TOR,points,14.5,PrizePicks,2026-04-26,,,7.25
Max Strus,CLE,points_rebounds_assists,14.5,PrizePicks,2026-04-26,,,16.5
Jakob Poeltl,TOR,points_rebounds,14.5,PrizePicks,2026-04-26,,,11.5
Collin Murray-Boyles,TOR,points_rebounds,14.5,PrizePicks,2026-04-26,,,17.5
Dean Wade,CLE,points_rebounds,14.5,PrizePicks,2026-04-26,,,8.5
Jamal Shead,TOR,points,14.5,PrizePicks,2026-04-26,,,8.5
Jamal Shead,TOR,points_assists,14.5,PrizePicks,2026-04-26,,,14.5
Jamal Shead,TOR,points_rebounds,14.5,PrizePicks,2026-04-26,,,11.0
Jamal Shead,TOR,points_rebounds_assists,14.5,PrizePicks,2026-04-26,,,18.0
Collin Murray-Boyles + Evan Mobley,TOR/CLE,rebounds,14.5,PrizePicks,2026-04-26,,,14.5
Sandro Mamukelashvili,TOR,points,14.5,PrizePicks,2026-04-26,,,8.0
Jakob Poeltl,TOR,points_assists,14.5,PrizePicks,2026-04-26,,,10.5
Sandro Mamukelashvili,TOR,points_rebounds,14.5,PrizePicks,2026-04-26,,,12.5
Max Strus,CLE,points_assists,14.5,PrizePicks,2026-04-26,,,11.5
Dean Wade,CLE,points_rebounds_assists,14.5,PrizePicks,2026-04-26,,,12.0
Scottie Barnes + James Harden,TOR/CLE,assists,14.0,PrizePicks,2026-04-26,,,14.0
Max Strus,CLE,points_rebounds,14.0,PrizePicks,2026-04-26,,,15.75
Collin Murray-Boyles + Jarrett Allen,TOR/CLE,rebounds,14.0,PrizePicks,2026-04-26,,,14.0
Evan Mobley,CLE,rebounds_assists,13.5,PrizePicks,2026-04-26,,,11.5
James Harden,CLE,rebounds_assists,13.5,PrizePicks,2026-04-26,,,11.25
Jarrett Allen,CLE,points_assists,13.5,PrizePicks,2026-04-26,,,13.5
Jakob Poeltl,TOR,points_rebounds_assists,13.5,PrizePicks,2026-04-26,,,13.5
Evan Mobley,CLE,points,13.5,PrizePicks,2026-04-26,,,17.0
Collin Murray-Boyles,TOR,points_assists,13.5,PrizePicks,2026-04-26,,,13.5
Ja'Kobe Walter,TOR,points_rebounds_assists,13.5,PrizePicks,2026-04-26,,,13.5
Scottie Barnes,TOR,rebounds_assists,13.5,PrizePicks,2026-04-26,,,14.0
Jamal Shead,TOR,points_rebounds_assists,13.5,PrizePicks,2026-04-26,,,18.0
Jamal Shead,TOR,points_assists,13.5,PrizePicks,2026-04-26,,,14.5
Max Strus,CLE,points_rebounds_assists,13.5,PrizePicks,2026-04-26,,,16.5
Jakob Poeltl,TOR,points_rebounds,13.5,PrizePicks,2026-04-26,,,11.5
Max Strus,CLE,points_assists,13.5,PrizePicks,2026-04-26,,,11.5
Jarrett Allen,CLE,points,12.5,PrizePicks,2026-04-26,,,12.5
Evan Mobley,CLE,fga,12.5,PrizePicks,2026-04-26,,,12.5
Max Strus,CLE,points,12.5,PrizePicks,2026-04-26,,,10.0
Sam Merrill,CLE,points_rebounds_assists,12.5,PrizePicks,2026-04-26,,,10.5
Collin Murray-Boyles,TOR,points,12.5,PrizePicks,2026-04-26,,,10.5
Max Strus,CLE,points_rebounds,12.5,PrizePicks,2026-04-26,,,15.75
Scottie Barnes,TOR,rebounds_assists,12.5,PrizePicks,2026-04-26,,,14.0
Jamal Shead + James Harden,TOR/CLE,assists,12.5,PrizePicks,2026-04-26,,,12.5
Sandro Mamukelashvili,TOR,points_rebounds,12.5,PrizePicks,2026-04-26,,,12.5
Max Strus,CLE,points_rebounds_assists,12.5,PrizePicks,2026-04-26,,,16.5
Evan Mobley,CLE,rebounds,11.5,PrizePicks,2026-04-26,,,9.0
Jarrett Allen,CLE,rebounds,11.5,PrizePicks,2026-04-26,,,8.5
RJ Barrett,TOR,rebounds_assists,11.5,PrizePicks,2026-04-26,,,9.0
Brandon Ingram,TOR,rebounds_assists,11.5,PrizePicks,2026-04-26,,,9.0
Donovan Mitchell,CLE,rebounds_assists,11.5,PrizePicks,2026-04-26,,,9.25
Evan Mobley,CLE,rebounds_assists,11.5,PrizePicks,2026-04-26,,,11.5
James Harden,CLE,rebounds_assists,11.5,PrizePicks,2026-04-26,,,11.25
Jarrett Allen,CLE,points,11.5,PrizePicks,2026-04-26,,,12.5
Scottie Barnes,TOR,rebounds_assists,11.5,PrizePicks,2026-04-26,,,14.0
Scottie Barnes + Donovan Mitchell,TOR/CLE,assists,11.5,PrizePicks,2026-04-26,,,11.5
Jakob Poeltl,TOR,points_rebounds,11.5,PrizePicks,2026-04-26,,,11.5
Max Strus,CLE,points_assists,11.5,PrizePicks,2026-04-26,,,11.5
Sam Merrill,CLE,points_rebounds_assists,11.5,PrizePicks,2026-04-26,,,10.5
Collin Murray-Boyles,TOR,points_rebounds,11.5,PrizePicks,2026-04-26,,,17.5
Max Strus,CLE,points_rebounds,11.5,PrizePicks,2026-04-26,,,15.75
Dean Wade,CLE,points_rebounds,11.5,PrizePicks,2026-04-26,,,8.5
Jarrett Allen,CLE,rebounds_assists,11.5,PrizePicks,2026-04-26,,,9.5
Ja'Kobe Walter,TOR,points,11.5,PrizePicks,2026-04-26,,,7.25
Jakob Poeltl,TOR,points_rebounds_assists,11.5,PrizePicks,2026-04-26,,,13.5
Ja'Kobe Walter,TOR,points_rebounds_assists,11.5,PrizePicks,2026-04-26,,,13.5
Jamal Shead,TOR,points,11.5,PrizePicks,2026-04-26,,,8.5
Jamal Shead,TOR,rebounds_assists,11.5,PrizePicks,2026-04-26,,,8.5
Jaylon Tyson,CLE,points_rebounds_assists,11.5,PrizePicks,2026-04-26,,,9.5
Jamal Shead,TOR,points_assists,11.5,PrizePicks,2026-04-26,,,14.5
Jamal Shead,TOR,points_rebounds,11.5,PrizePicks,2026-04-26,,,11.0
Jakob Poeltl,TOR,points_assists,11.5,PrizePicks,2026-04-26,,,10.5
Sandro Mamukelashvili,TOR,points_rebounds,11.5,PrizePicks,2026-04-26,,,12.5
Sandro Mamukelashvili,TOR,points,11.5,PrizePicks,2026-04-26,,,8.0
James Harden,CLE,rebounds_assists,11.0,PrizePicks,2026-04-26,,,11.25
Ja'Kobe Walter,TOR,points_rebounds,11.0,PrizePicks,2026-04-26,,,9.5
Evan Mobley,CLE,rebounds,10.5,PrizePicks,2026-04-26,,,9.0
Jarrett Allen,CLE,rebounds,10.5,PrizePicks,2026-04-26,,,8.5
Brandon Ingram,TOR,rebounds_assists,10.5,PrizePicks,2026-04-26,,,9.0
Donovan Mitchell,CLE,rebounds_assists,10.5,PrizePicks,2026-04-26,,,9.25
Jarrett Allen,CLE,points,10.5,PrizePicks,2026-04-26,,,12.5
RJ Barrett,TOR,rebounds_assists,10.5,PrizePicks,2026-04-26,,,9.0
Sam Merrill,CLE,points_rebounds_assists,10.5,PrizePicks,2026-04-26,,,10.5
Jarrett Allen,CLE,rebounds_assists,10.5,PrizePicks,2026-04-26,,,9.5
Evan Mobley,CLE,rebounds_assists,10.5,PrizePicks,2026-04-26,,,11.5
Jakob Poeltl,TOR,points_rebounds,10.5,PrizePicks,2026-04-26,,,11.5
Collin Murray-Boyles,TOR,points,10.5,PrizePicks,2026-04-26,,,10.5
Collin Murray-Boyles,TOR,rebounds_assists,10.5,PrizePicks,2026-04-26,,,9.0
Jamal Shead + Donovan Mitchell,TOR/CLE,assists,10.5,PrizePicks,2026-04-26,,,10.5
Jaylon Tyson,CLE,points_rebounds_assists,10.5,PrizePicks,2026-04-26,,,9.5
Jamal Shead,TOR,points,10.5,PrizePicks,2026-04-26,,,8.5
Jamal Shead,TOR,points_rebounds,10.5,PrizePicks,2026-04-26,,,11.0
